country,year,NY.GDP.MKTP.KD
Turkey,2016,1118833209911.47
Turkey,2015,1087550784487.64
Turkey,2014,1025433804379.52
Turkey,2013,975055692562.386
Turkey,2012,898740828201.412
Turkey,2011,857659453212.553
Turkey,2010,771876943465.616
Turkey,2009,711490128211.88
Turkey,2008,746614346135.45
Turkey,2007,740356472380.379
