country,year,NY.GDP.MKTP.KD
Switzerland,2016,633982568514.107
Switzerland,2015,625924103460.838
Switzerland,2014,620696369367.822
Switzerland,2013,608544429878.525
Switzerland,2012,597898373885.424
Switzerland,2011,591696784291.525
Switzerland,2010,581208562423.374
Switzerland,2009,564533283627.881
Switzerland,2008,576817291440.486
Switzerland,2007,563974243888.874
