country,year,NY.GDP.MKTP.KD
Mexico,2016,1238052250438.14
Mexico,2015,1210185248485.58
Mexico,2014,1179179866970.85
Mexico,2013,1153059224944.45
Mexico,2012,1137587161961.8
Mexico,2011,1093642696896.43
Mexico,2010,1051128603513.77
Mexico,2009,1000025324482.99
Mexico,2008,1049348247989.9
Mexico,2007,1034857241688.87
