country,year,NY.GDP.MKTP.KD
Saudi Arabia,2016,690549935510.069
Saudi Arabia,2015,678729654965.469
Saudi Arabia,2014,651957609852.781
Saudi Arabia,2013,628984081376.832
Saudi Arabia,2012,612452430240.085
Saudi Arabia,2011,581011322640.1489
Saudi Arabia,2010,528207200000.0
Saudi Arabia,2009,502865333333.33295
Saudi Arabia,2008,513438407136.469
Saudi Arabia,2007,483237181442.392
