country,year,NY.GDP.MKTP.KD
European Union,2016,18225787886759.3
European Union,2015,17890529721962.2
European Union,2014,17504914229647.2
European Union,2013,17217449519249.7
European Union,2012,17179251483726.4
European Union,2011,17260691205020.6
European Union,2010,16977855795546.3
European Union,2009,16620001891885.2
European Union,2008,17381923345175.4
European Union,2007,17302648551783.5
