country,year,NY.GDP.MKTP.KD
Japan,2016,6045912967415.37
Japan,2015,5986140110537.86
Japan,2014,5914022267462.79
Japan,2013,5894237388118.86
Japan,2012,5778636370123.56
Japan,2011,5693516670807.52
Japan,2010,5700098114744.41
Japan,2009,5470748521782.47
Japan,2008,5784079007619.91
Japan,2007,5848025943444.33
