country,year,NY.GDP.MKTP.KD
Brazil,2016,2248106280710.07
Brazil,2015,2331933197388.04
Brazil,2014,2423272459244.85
Brazil,2013,2411121329014.44
Brazil,2012,2340783923763.47
Brazil,2011,2296661602101.93
Brazil,2010,2208871646202.82
Brazil,2009,2054224996031.67
Brazil,2008,2056813970746.82
Brazil,2007,1957111987492.35
