country,year,NY.GDP.MKTP.KD
Australia,2016,1343181238465.26
Australia,2015,1307031702029.1
Australia,2014,1276128831536.8
Australia,2013,1243675644409.11
Australia,2012,1212515734975.18
Australia,2011,1169995189300.16
Australia,2010,1142876772659.21
Australia,2009,1120402839535.96
Australia,2008,1100462922393.92
Australia,2007,1061217602478.34
