country,year,NY.GDP.MKTP.KD
United Kingdom,2016,2730704860289.31
United Kingdom,2015,2682262702616.83
United Kingdom,2014,2624671400676.04
United Kingdom,2013,2546482081058.3
United Kingdom,2012,2498729402898.82
United Kingdom,2011,2466345823534.34
United Kingdom,2010,2429680444512.61
United Kingdom,2009,2384022554466.03
United Kingdom,2008,2491863884970.16
United Kingdom,2007,2507591630099.59
