,0
903,113.4425406
904,113.3698305
905,113.1302449
906,113.267305
907,113.1494859
908,113.285439
909,113.285439
910,113.9896802
911,113.9875613
912,114.114713
913,113.9489059
914,114.0084478
915,114.0571705
916,113.8713156
917,113.8905775
918,113.9177739
919,113.907594
920,114.1483533
921,114.1899033
922,113.8162261
923,113.5759161
924,113.5979187
925,114.3968487
926,114.6937229
927,114.6668511
928,114.9170548
929,114.6375124
930,114.3831832
931,113.8878362
932,114.0814621
933,114.6318292
934,114.6541659
935,114.8568653
936,114.5936601
937,114.4558286
938,114.5190868
939,114.552292
940,114.5321799
941,114.7265182
942,114.5737222
943,114.2329315
944,114.3528234
945,114.2765658
946,114.2240238
947,114.3139303
948,114.048156
949,114.4885259
950,114.4253938
951,114.333947
952,114.6535163
953,114.8508482
954,114.6401123
955,114.8153669
956,114.6611984
957,114.6239516
958,114.7162285
959,114.900848
960,114.8104293
961,114.3951188
962,114.3329332
963,114.3732748
964,114.8110129
965,114.770035
966,114.7692769
967,114.9225164
968,115.229371
969,115.5956708
970,116.0033291
971,116.0366169
972,116.2355089
973,116.2668148
974,116.3750864
975,114.8767216
976,116.6276433
977,116.4743206
978,116.3117759
979,116.0646847
980,116.3311246
981,116.4316123
982,116.2446602
983,116.6395714
984,116.8844343
985,116.5765702
986,117.0505573
987,116.7623208
988,116.4658784
989,115.7690557
990,116.3352435
991,115.9789478
992,116.8258051
993,116.3794615
994,116.7517554
995,116.925824
996,117.0735471
997,117.1397067
998,116.8148271
999,115.933886
1000,116.4004478
1001,116.7041165
1002,116.9102938
1003,116.8770122
1004,116.6091961
1005,116.7630315
1006,116.5200518
1007,116.6409636
1008,116.9310779
1009,117.2266191
1010,117.595704
1011,117.6993481
1012,118.0193679
1013,117.8800535
1014,117.8068908
1015,117.2989425
1016,116.917281
1017,116.3266125
1018,115.8791189
1019,115.6752874
1020,115.9011328
1021,114.661763
1022,114.7481149
1023,112.9577162
1024,112.258159
1025,112.6231408
1026,112.9636295
1027,113.4036213
1028,112.3431016
1029,112.4168675
1030,112.4556449
1031,112.2530765
1032,112.3846293
1033,112.7080198
1034,112.5776652
1035,112.6685137
1036,113.6480437
1037,112.9921366
1038,113.2115589
1039,113.2861393
1040,113.8244766
1041,113.6964508
1042,114.0325335
1043,114.1494861
1044,113.7051943
1045,113.1311495
1046,113.5939199
1047,113.6782375
1048,113.2653445
1049,114.4124483
1050,114.1781832
1051,114.6707325
1052,113.3819755
1053,113.0709628
1054,113.9428225
1055,113.9154647
1056,113.7432783
1057,113.6289698
1058,112.8276322
1059,112.3898218
1060,112.9117239
1061,112.2825992
1062,112.4370054
1063,112.329
1064,112.2959944
1065,112.093041
1066,111.9960781
1067,112.2134151
1068,112.0930084
1069,112.337953
1070,112.9731451
1071,113.1904153
1072,113.1625283
1073,113.8597943
1074,113.646141
1075,113.9471322
1076,113.8694455
1077,113.7785447
1078,113.7154471
1079,113.165834
1080,113.0759903
1081,113.0451413
1082,113.3148817
1083,113.2834898
1084,113.3560123
1085,113.4980006
1086,113.2518559
1087,113.6803688
1088,114.0417051
1089,114.0982037
1090,114.1214239
1091,114.2807903
1092,113.8646281
1093,114.1603187
1094,113.9741484
1095,114.0357621
1096,114.0190951
1097,114.5851703
1098,114.5708063
1099,114.8850624
1100,114.7761637
1101,114.6215912
1102,114.9209841
1103,115.0068317
1104,114.7430544
1105,114.8495923
1106,114.9850147
1107,115.4030605
1108,115.507344
1109,115.6244674
1110,115.7698596
1111,115.7469995
1112,115.8582556
1113,116.2085728
1114,116.2085728
1115,116.0600859
1116,116.0600859
1117,116.0462361
1118,116.3652508
1119,116.6867545
1120,117.0697664
1121,112.8394255
1122,116.5541413
1123,116.5065847
1124,116.31809
1125,115.8633858
1126,115.7767461
1127,115.5087464
1128,115.71508
1129,115.7750022
1130,116.565799
1131,116.2254727
1132,116.0542896
1133,115.9876362
1134,116.1524408
1135,115.7477879
1136,115.7960511
1137,116.0667036
1138,116.3866108
1139,116.5530335
1140,116.6376226
1141,116.3659786
1142,116.1505867
1143,116.4774422
1144,116.7904884
1145,116.9442908
1146,116.9170507
1147,116.9985411
1148,116.480469
1149,116.6478473
1150,116.896785
1151,116.8187422
1152,116.2797552
1153,116.2335279
1154,116.2064018
1155,116.3618548
1156,116.2999486
1157,116.4315283
1158,116.4686805
1159,116.296571
1160,116.7487096
1161,116.6289069
1162,116.8844154
1163,116.8493995
1164,116.9733884
1165,116.6202432
1166,116.6563822
1167,116.6370197
1168,117.0395302
1169,117.2564556
1170,117.8880437
1171,117.5927969
1172,117.8023561
1173,117.5875587
1174,117.6212196
1175,117.6559131
1176,117.7960716
1177,117.8726483
1178,117.9113734
1179,118.1300159
1180,118.205927
1181,118.3047505
1182,118.4712824
1183,118.2779742
1184,118.0599108
1185,117.9857837
1186,118.2074196
1187,118.2283487
1188,118.2328233
1189,118.1808602
1190,118.3430248
1191,118.2128812
1192,118.3524365
1193,117.8769123
1194,117.4464574
1195,117.2067493
1196,117.6534154
1197,117.5455876
1198,117.5909769
1199,117.8574516
1200,117.6266364
1201,117.5963438
1202,117.6850388
1203,117.3689948
1204,117.5920799
1205,116.9492198
1206,117.4865404
1207,117.5178137
1208,118.0148182
1209,117.9293497
1210,117.5854453
1211,117.4518226
1212,117.6635962
1213,117.4952573
1214,117.554521
1215,118.2206297
1216,118.2797379
1217,118.1707855
1218,117.9674205
1219,117.9041587
1220,118.0231964
1221,117.761404
1222,117.9261917
1223,118.1431357
1224,117.9310284
1225,118.2795792
1226,118.2539832
1227,118.7377594
1228,118.6494245
1229,119.2414759
1230,118.9784775
1231,119.1506256
1232,119.3805199
1233,119.8813423
1234,119.5616407
1235,119.7087927
1236,119.5576876
1237,119.7611047
1238,119.956151
1239,120.2711403
1240,120.402916
1241,120.3714169
1242,120.4924483
1243,120.7403107
1244,120.5939338
1245,120.7831769
1246,120.9841565
1247,121.0177343
1248,121.1161818
1249,121.1985561
1250,121.0556124
1251,121.01244
1252,120.9345748
1253,120.650073
1254,120.9427392
1255,120.92545
1256,120.7062801
1257,120.7448917
1258,120.6358917
1259,120.4376483
1260,120.296282
1261,120.1679893
1262,119.9386584
1263,119.9690563
1264,119.9034298
1265,119.860768
1266,119.7039789
1267,119.4834789
1268,119.5603707
1269,119.7049038
1270,119.7667373
1271,120.0426689
1272,120.0637726
1273,119.9129664
1274,120.20089
1275,120.1419953
1276,120.1875144
1277,120.4160397
1278,120.4033681
1279,120.3258941
1280,120.3804541
1281,120.1927067
1282,120.3308518
1283,120.3617411
1284,120.5553215
1285,120.455399
1286,120.3183463
1287,120.2861326
1288,120.1793469
1289,120.427424
1290,120.5435794
1291,120.305467
1292,120.1759598
1293,120.3297536
1294,120.1151955
1295,120.0239973
1296,120.1645113
1297,120.3585389
1298,120.4305648
1299,120.390489
1300,120.9219822
1301,120.9937757
1302,120.7945298
1303,120.9449703
1304,120.898433
1305,120.7634223
1306,120.9039175
1307,120.8758784
1308,121.055642
1309,121.3076601
1310,121.2956969
1311,121.3945575
1312,121.3630305
1313,121.3092687
1314,121.337734
1315,121.3731047
1316,121.4528664
1317,121.4758083
1318,121.571517
1319,121.5323505
1320,121.6899282
1321,121.8498094
1322,121.887765
1323,121.9279377
1324,121.8231118
1325,121.7609406
1326,121.7861889
1327,121.7174223
1328,121.6779835
1329,121.6407583
1330,121.4907708
1331,121.4215176
1332,121.4251654
1333,121.4965197
1334,121.6061908
1335,121.6981622
1336,121.6981622
1337,121.4771261
1338,121.4953081
1339,121.5884807
1340,121.701954
1341,121.4382843
1342,121.3831026
1343,121.3017949
1344,121.327152
1345,121.187611
1346,121.2698266
1347,121.3003336
1348,121.0556504
1349,121.1887268
1350,121.1470396
1351,121.3034954
1352,121.2446026
1353,120.9239282
1354,121.0373163
1355,121.0119911
1356,121.3411464
1357,121.2786897
1358,121.3343611
1359,121.2884886
1360,121.2707939
1361,120.6965865
1362,120.9004539
1363,121.1501473
1364,121.0903505
1365,120.4785176
1366,120.6288886
1367,120.6288886
1368,120.7955611
1369,120.7178381
1370,120.6091156
1371,120.4587746
1372,120.4448217
1373,120.5235076
1374,120.2527686
1375,119.5847233
1376,119.319582
1377,119.5335891
1378,119.1980741
1379,118.9383631
1380,118.7541712
1381,119.2241213
1382,119.3788576
1383,119.3814033
1384,119.6849745
1385,119.8137846
1386,119.5643392
1387,119.5449235
1388,119.8853835
1389,120.1226774
1390,120.0431568
1391,119.9520426
1392,120.0130471
1393,120.1799555
1394,120.3664571
1395,120.6066121
1396,120.8022127
1397,120.8798885
1398,120.7954803
1399,120.9849637
1400,120.7890716
1401,120.4980469
1402,120.3460006
1403,120.4293365
1404,120.4432728
1405,120.7222598
1406,120.480765
1407,120.5844909
1408,120.6676608
1409,120.3436334
1410,120.5620807
1411,120.469602
1412,120.5035687
1413,120.3782547
1414,120.5841109
1415,120.2893239
1416,121.0363416
1417,121.434651
1418,121.5053318
1419,121.544218
1420,121.5187856
1421,121.4110177
1422,121.5822711
1423,121.5185013
1424,121.5157409
1425,121.5035122
1426,121.3356885
1427,121.2936753
1428,121.4584414
1429,121.3992223
1430,121.288534
1431,121.3142398
1432,121.3836506
1433,121.8362118
1434,121.7782596
1435,121.8861639
1436,121.458136
1437,121.6481688
1438,121.4257389
1439,121.6231786
1440,121.4874618
1441,121.6080538
1442,121.5059569
1443,121.2841919
1444,121.5889721
1445,121.7063029
1446,122.0983943
1447,121.8488883
1448,122.0947908
1449,122.1125999
1450,121.9726497
1451,121.8469754
1452,121.8583672
1453,121.8078715
1454,121.3245877
1455,121.0792319
1456,121.0558642
1457,120.6238517
1458,120.1397135
1459,120.0957199
1460,119.9570138
1461,120.3308476
1462,120.0834348
1463,120.0280556
1464,120.3947115
1465,120.2271492
1466,120.7911176
1467,120.7152478
1468,121.0407847
1469,121.1031735
1470,120.3022157
1471,119.8140756
1472,119.9640014
1473,119.4177197
1474,119.6469177
1475,119.4037027
1476,119.1552039
1477,118.6286858
1478,118.8117605
1479,118.767776
1480,119.1485481
1481,118.9184335
1482,119.5400233
1483,119.5224061
1484,120.219224
1485,119.9245863
1486,120.4089464
1487,120.2145735
1488,119.8501311
1489,120.0997364
1490,119.9622089
1491,119.8975637
1492,120.2572224
1493,120.1728686
1494,120.689499
1495,120.6257216
1496,120.5975416
1497,120.5358106
1498,120.4286081
1499,120.0117318
1500,120.0903773
1501,120.207253
1502,119.7147398
1503,119.5545672
1504,119.5719572
1505,119.6002527
1506,119.3285442
1507,119.1872944
1508,119.0356918
1509,119.1478649
1510,119.1940072
1511,119.4448717
1512,119.3122848
1513,119.1312073
1514,119.5554086
1515,119.5909149
1516,119.5365351
1517,119.5272633
1518,119.2569469
1519,118.9741556
1520,119.0816116
1521,118.5100095
1522,118.4468448
1523,118.1471624
1524,118.4719426
1525,118.4706215
1526,118.2778332
1527,117.8575795
1528,118.7647969
1529,119.2772183
1530,119.5489119
1531,119.7666163
1532,119.4469119
1533,119.5833473
1534,119.2776429
1535,119.4674531
1536,119.640678
1537,119.7563641
1538,119.7184311
1539,119.5592961
1540,119.5700586
1541,119.8544763
1542,119.9105014
1543,120.2952576
1544,120.4277258
1545,120.1058097
1546,120.0771558
1547,119.8314706
1548,119.8698573
1549,119.9600205
1550,119.2875871
1551,119.741678
1552,119.9239024
1553,119.9316999
1554,119.8941336
1555,120.2243146
1556,120.2243146
1557,119.9865034
1558,120.1975603
1559,120.2480453
1560,120.2446318
1561,120.6466991
1562,120.8151212
1563,120.65983
1564,120.4454002
1565,120.3260712
1566,120.2131746
1567,120.4781402
1568,120.2406771
1569,120.2850722
1570,120.2091341
1571,120.294553
1572,120.2750319
1573,120.5271637
1574,120.8442674
1575,121.1209379
1576,121.0758171
1577,121.187542
1578,121.1311802
1579,121.2475371
1580,121.0261721
1581,121.1562058
1582,121.1854785
1583,121.2161737
1584,121.2576291
1585,120.8446963
1586,120.9103703
1587,121.185156
1588,121.261007
1589,121.0223765
1590,120.3761466
1591,120.8940853
1592,120.6773091
1593,120.5484617
1594,119.9769648
1595,120.1792228
1596,120.3188974
1597,120.7991332
1598,120.7326108
1599,120.0640403
1600,120.2233355
1601,120.6008428
1602,120.4544596
1603,120.2530565
1604,120.0537968
1605,120.1435568
1606,120.0194136
1607,119.8175255
1608,119.8307433
1609,119.6073595
1610,119.5781189
1611,119.3403124
1612,119.3392564
1613,119.4666361
1614,119.2928057
1615,119.1509258
1616,119.1694331
1617,119.777949
1618,119.5713235
1619,119.6573107
1620,119.8584592
1621,119.6258343
1622,119.3455908
1623,119.3965237
1624,119.5281142
1625,119.7997337
1626,119.555222
1627,119.3795321
1628,119.309995
1629,119.4166665
1630,119.3118075
1631,119.1559729
1632,119.0432262
1633,119.0785083
1634,118.6776236
1635,118.6967006
1636,119.0416458
1637,119.2695285
1638,119.1086737
1639,119.5242287
1640,119.4584241
1641,119.5479448
1642,120.0505517
1643,119.9759058
1644,119.7665734
1645,119.7467887
1646,119.4919228
1647,119.7628559
1648,120.0177868
1649,119.7816606
1650,120.1508129
1651,120.1402765
1652,119.8790617
1653,119.8661988
1654,119.8357872
1655,119.4705198
1656,119.8601959
1657,119.7492439
1658,119.8921532
1659,119.8588652
1660,119.2206787
1661,119.2206787
1662,119.2987987
1663,119.2137703
1664,119.3856836
1665,119.053738
1666,119.1770559
1667,119.3239513
1668,119.214695
1669,119.2202442
1670,119.1296906
1671,119.261097
1672,119.3122546
1673,118.9497028
1674,118.7348091
1675,118.9726413
1676,119.0065503
1677,119.2220717
1678,119.2737715
1679,119.6348314
1680,120.0430205
1681,120.0537974
1682,119.875463
1683,119.8340893
